id,name,year,region_code,region_name,url,domain_id,class_id,order_id,primary_role_id,domain,class,order,primary_role,sector,feature_indices,features
118,Festo BionicOpter,2013.0,DE,Germany,https://www.festo.com/cms/en-us/9702.htm,0,3,0,16,Physical,Aerial,Multirotor,Research,Bio-inspired,"[11, 12]","['Aerial', 'Multirotor']"
119,Festo BionicKangaroo,2014.0,DE,Germany,https://www.festo.com/cms/en-us/9703.htm,0,1,0,16,Physical,Mobile Ground,Wheeled,Research,Bio-inspired,"[6, 7]","['Mobile Ground', 'Wheeled']"
120,Festo BionicFinWave,2018.0,DE,Germany,https://www.festo.com/cms/en-us/9704.htm,0,4,3,16,Physical,Aquatic,Bio-inspired Fins/Jet,Research,Bio-inspired,"[15, 19]","['Aquatic', 'Bio-inspired Fins/Jet']"
121,Octobot (Harvard),2016.0,US,United States,https://wyss.harvard.edu/news/the-octobot-a-soft-autonomous-robot/,0,7,0,16,Physical,Soft-bodied,Pneumatic Soft,Research,Bio-inspired,"[2, 20]","['Soft-bodied', 'Pneumatic Soft']"
122,RoboClam (Northeastern University),2013.0,US,United States,https://www.northeastern.edu/news/2013/08/roboclam/,0,3,1,16,Physical,Aerial,Fixed-Wing,Research,Bio-inspired,"[11, 13]","['Aerial', 'Fixed-Wing']"
123,RoboBee (Harvard),2013.0,US,United States,https://robobee.seas.harvard.edu/,0,1,0,16,Physical,Mobile Ground,Wheeled,Research,Bio-inspired,"[6, 7]","['Mobile Ground', 'Wheeled']"
124,Spot (Boston Dynamics),2016.0,US,United States,https://www.bostondynamics.com/spot,0,2,1,16,Physical,Legged,Quadruped,Research,Bio-inspired,"[4, 5]","['Legged', 'Quadruped']"
125,Atlas (Boston Dynamics),2013.0,US,United States,https://www.bostondynamics.com/atlas,0,2,0,16,Physical,Legged,Biped,Research,Bio-inspired,"[4, 14]","['Legged', 'Biped']"
126,Digit (Agility Robotics),2019.0,US,United States,https://www.agilityrobotics.com/digit,0,2,0,16,Physical,Legged,Biped,Research,Bio-inspired,"[4, 14]","['Legged', 'Biped']"
127,Ameca (Engineered Arts),2021.0,UK,United Kingdom,https://www.engineeredarts.co.uk/robot/ameca/,0,2,0,16,Physical,Legged,Biped,Research,Bio-inspired,"[4, 14]","['Legged', 'Biped']"
128,Unimate,1961.0,US,United States,https://www.asme.org/topics-resources/content/5-most-influential-robots-in-history,0,1,0,16,Physical,Mobile Ground,Wheeled,Research,Industrial,"[6, 7]","['Mobile Ground', 'Wheeled']"
129,Shakey the Robot,1966.0,US,United States,https://en.wikipedia.org/wiki/Shakey_the_Robot,0,4,0,16,Physical,Aquatic,ROV,Research,Research,"[15, 16]","['Aquatic', 'ROV']"
130,ASIMO,2000.0,JP,Japan,https://asimo.honda.com/,0,2,0,16,Physical,Legged,Biped,Research,Research,"[4, 14]","['Legged', 'Biped']"
131,Aibo,1999.0,JP,Japan,https://en.wikipedia.org/wiki/AIBO,0,1,0,11,Physical,Mobile Ground,Wheeled,Companionship,Service,"[6, 7]","['Mobile Ground', 'Wheeled']"
132,Roomba,2002.0,US,United States,https://www.irobot.com/roomba,0,1,0,7,Physical,Mobile Ground,Wheeled,Maintenance/Service,Service,"[6, 7]","['Mobile Ground', 'Wheeled']"
133,Spirit,2004.0,US,United States,https://mars.nasa.gov/mer/overview/spirit/,0,4,0,4,Physical,Aquatic,ROV,Exploration,Space Exploration,"[15, 16]","['Aquatic', 'ROV']"
134,Opportunity,2004.0,US,United States,https://mars.nasa.gov/mer/overview/opportunity/,0,4,0,4,Physical,Aquatic,ROV,Exploration,Space Exploration,"[15, 16]","['Aquatic', 'ROV']"
135,Curiosity,2012.0,US,United States,https://mars.nasa.gov/msl/,0,4,0,4,Physical,Aquatic,ROV,Exploration,Space Exploration,"[15, 16]","['Aquatic', 'ROV']"
136,Perseverance,2021.0,US,United States,https://mars.nasa.gov/mars2020/,0,4,0,4,Physical,Aquatic,ROV,Exploration,Space Exploration,"[15, 16]","['Aquatic', 'ROV']"
137,Ingenuity,2021.0,US,United States,https://mars.nasa.gov/technology/helicopter/,0,3,0,4,Physical,Aerial,Multirotor,Exploration,Space Exploration,"[11, 12]","['Aerial', 'Multirotor']"
138,Canadarm2,2001.0,CA,Canada,https://www.asc-csa.gc.ca/eng/iss/canadarm2/default.asp,0,1,0,4,Physical,Mobile Ground,Wheeled,Exploration,Space Exploration,"[6, 7]","['Mobile Ground', 'Wheeled']"
139,FarmBot Genesis,2016.0,US,United States,https://farm.bot/,0,1,0,16,Physical,Mobile Ground,Wheeled,Research,Agricultural,"[6, 7]","['Mobile Ground', 'Wheeled']"
140,FarmDroid FD20,2019.0,DK,Denmark,https://farmdroid.com/,0,1,0,7,Physical,Mobile Ground,Wheeled,Maintenance/Service,Agricultural,"[6, 7]","['Mobile Ground', 'Wheeled']"
141,Naïo Technologies Oz,2011.0,FR,France,https://www.naio-technologies.com/en/agricultural-robots/oz/,0,-1,-1,7,Physical,Unknown,Unknown,Maintenance/Service,Agricultural,[],[]
142,Naïo Technologies Dino,2018.0,FR,France,https://www.naio-technologies.com/en/agricultural-robots/dino/,0,-1,-1,7,Physical,Unknown,Unknown,Maintenance/Service,Agricultural,[],[]
143,Naïo Technologies Ted,2017.0,FR,France,https://www.naio-technologies.com/en/agricultural-robots/ted/,0,-1,-1,7,Physical,Unknown,Unknown,Maintenance/Service,Agricultural,[],[]
144,Carbon Robotics LaserWeeder,2021.0,US,United States,https://carbonrobotics.com/laserweeder/,0,1,0,7,Physical,Mobile Ground,Wheeled,Maintenance/Service,Agricultural,"[6, 7]","['Mobile Ground', 'Wheeled']"
145,Blue River Technology LettuceBot,2012.0,US,United States,https://www.deere.com/en/our-company/news-and-media/news-releases/2017/ag-tech/john-deere-acquires-blue-river-technology/,0,1,0,16,Physical,Mobile Ground,Wheeled,Research,Agricultural,"[6, 7]","['Mobile Ground', 'Wheeled']"
146,Harvest CROO Robotics Strawberry Harvester,2017.0,US,United States,https://harvestcroorobotics.com/,0,1,0,12,Physical,Mobile Ground,Wheeled,Agriculture,Agricultural,"[6, 7]","['Mobile Ground', 'Wheeled']"
147,Agrobot SW6010,2015.0,ES,Spain,https://agrobot.com/en/sw6010/,0,1,0,12,Physical,Mobile Ground,Wheeled,Agriculture,Agricultural,"[6, 7]","['Mobile Ground', 'Wheeled']"
148,Iron Ox Grover,2018.0,US,United States,https://ironox.com/,0,4,0,12,Physical,Aquatic,ROV,Agriculture,Agricultural,"[15, 16]","['Aquatic', 'ROV']"
149,Small Robot Company Tom,2019.0,UK,United Kingdom,https://www.smallrobotcompany.com/our-robots/tom/,0,7,2,2,Physical,Soft-bodied,SMA/Smart-Material Soft,Mapping,Agricultural,"[2, 3]","['Soft-bodied', 'SMA/Smart-Material Soft']"
150,Small Robot Company Dick,2019.0,UK,United Kingdom,https://www.smallrobotcompany.com/our-robots/dick/,0,7,2,16,Physical,Soft-bodied,SMA/Smart-Material Soft,Research,Agricultural,"[2, 3]","['Soft-bodied', 'SMA/Smart-Material Soft']"
151,Small Robot Company Harry,2019.0,UK,United Kingdom,https://www.smallrobotcompany.com/our-robots/harry/,0,7,2,7,Physical,Soft-bodied,SMA/Smart-Material Soft,Maintenance/Service,Agricultural,"[2, 3]","['Soft-bodied', 'SMA/Smart-Material Soft']"
152,EcoRobotix Aigro,2011.0,CH,Switzerland,https://www.ecorobotix.com/en/aigro/,0,1,0,7,Physical,Mobile Ground,Wheeled,Maintenance/Service,Agricultural,"[6, 7]","['Mobile Ground', 'Wheeled']"
153,Autonomous Tractor (John Deere),2022.0,US,United States,https://www.deere.com/en/our-company/news-and-media/news-releases/2022/ag-tech/john-deere-unveils-fully-autonomous-tractor/,0,2,2,16,Physical,Legged,Hexapod,Research,Agricultural,"[4, 17]","['Legged', 'Hexapod']"
154,Root AI Virgo,2019.0,US,United States,https://www.root-ai.com/,0,1,0,12,Physical,Mobile Ground,Wheeled,Agriculture,Agricultural,"[6, 7]","['Mobile Ground', 'Wheeled']"
155,Aigen Element,2020.0,US,United States,https://aigen.com/products/element,0,-1,-1,7,Physical,Unknown,Unknown,Maintenance/Service,Agricultural,[],[]
156,Scythe Robotics RT1,2021.0,US,United States,https://www.scytherobotics.com/rt1,0,3,1,7,Physical,Aerial,Fixed-Wing,Maintenance/Service,Agricultural,"[11, 13]","['Aerial', 'Fixed-Wing']"
157,Nexus Robotics Nexus,2019.0,CA,Canada,https://nexusrobotics.ca/,0,1,0,7,Physical,Mobile Ground,Wheeled,Maintenance/Service,Agricultural,"[6, 7]","['Mobile Ground', 'Wheeled']"
158,Abundant Robotics Apple Harvesting Robot,2019.0,US,United States,https://www.abundantrobotics.com/,0,2,2,12,Physical,Legged,Hexapod,Agriculture,Agricultural,"[4, 17]","['Legged', 'Hexapod']"
159,Rabbit Tractors,2020.0,US,United States,https://rabbittractors.com/,0,1,0,12,Physical,Mobile Ground,Wheeled,Agriculture,Agricultural,"[6, 7]","['Mobile Ground', 'Wheeled']"
160,Harvest Automation HV-100,2012.0,US,United States,https://www.harvestai.com/,0,1,0,0,Physical,Mobile Ground,Wheeled,Assembly,Agricultural,"[6, 7]","['Mobile Ground', 'Wheeled']"
161,Niqo Robotics (formerly FarmWise) Titan,2020.0,US,United States,https://niqorobotics.com/,0,1,0,7,Physical,Mobile Ground,Wheeled,Maintenance/Service,Agricultural,"[6, 7]","['Mobile Ground', 'Wheeled']"
162,FarmRobo iMog,2024.0,DE,Germany,https://www.farmrobo.de/en/products/imog/,0,7,2,12,Physical,Soft-bodied,SMA/Smart-Material Soft,Agriculture,Agricultural,"[2, 3]","['Soft-bodied', 'SMA/Smart-Material Soft']"
163,ABB IRB 1010,2022.0,SE,Sweden,https://new.abb.com/products/robotics/robots/industrial-robots/irb-1010,0,7,2,0,Physical,Soft-bodied,SMA/Smart-Material Soft,Assembly,Industrial,"[2, 3]","['Soft-bodied', 'SMA/Smart-Material Soft']"
164,ABB IRB 1090,2024.0,SE,Sweden,https://new.abb.com/products/robotics/robots/industrial-robots/irb-1090,0,7,2,0,Physical,Soft-bodied,SMA/Smart-Material Soft,Assembly,Industrial,"[2, 3]","['Soft-bodied', 'SMA/Smart-Material Soft']"
165,ABB IRB 1100,2010.0,SE,Sweden,https://new.abb.com/products/robotics/robots/industrial-robots/irb-1100,0,7,2,0,Physical,Soft-bodied,SMA/Smart-Material Soft,Assembly,Industrial,"[2, 3]","['Soft-bodied', 'SMA/Smart-Material Soft']"
166,ABB IRB 1200 Hygienic,2009.0,SE,Sweden,https://new.abb.com/products/robotics/robots/industrial-robots/irb-1200-hygienic,0,2,1,16,Physical,Legged,Quadruped,Research,Industrial,"[4, 5]","['Legged', 'Quadruped']"
167,ABB IRB 1200 Next Generation,2009.0,SE,Sweden,https://new.abb.com/products/robotics/robots/industrial-robots/irb-1200-next-generation,0,7,2,0,Physical,Soft-bodied,SMA/Smart-Material Soft,Assembly,Industrial,"[2, 3]","['Soft-bodied', 'SMA/Smart-Material Soft']"
168,ABB IRB 1300,2010.0,SE,Sweden,https://new.abb.com/products/robotics/robots/industrial-robots/irb-1300,0,0,0,0,Physical,Manipulator,Fixed-Base,Assembly,Industrial,"[0, 1]","['Manipulator', 'Fixed-Base']"
169,ABB IRB 1520ID,2005.0,SE,Sweden,https://new.abb.com/products/robotics/robots/industrial-robots/irb-1520id,0,0,0,0,Physical,Manipulator,Fixed-Base,Assembly,Industrial,"[0, 1]","['Manipulator', 'Fixed-Base']"
170,ABB IRB 1660ID,2005.0,SE,Sweden,https://new.abb.com/products/robotics/robots/industrial-robots/irb-1660id,0,0,0,0,Physical,Manipulator,Fixed-Base,Assembly,Industrial,"[0, 1]","['Manipulator', 'Fixed-Base']"
171,ABB IRB 2400,1995.0,SE,Sweden,https://new.abb.com/products/robotics/robots/industrial-robots/irb-2400,0,0,0,0,Physical,Manipulator,Fixed-Base,Assembly,Industrial,"[0, 1]","['Manipulator', 'Fixed-Base']"
172,ABB IRB 2600ID,2005.0,SE,Sweden,https://new.abb.com/products/robotics/robots/industrial-robots/irb-2600id,0,0,0,0,Physical,Manipulator,Fixed-Base,Assembly,Industrial,"[0, 1]","['Manipulator', 'Fixed-Base']"
173,ABB IRB 4400,1995.0,SE,Sweden,https://new.abb.com/products/robotics/robots/industrial-robots/irb-4400,0,0,0,0,Physical,Manipulator,Fixed-Base,Assembly,Industrial,"[0, 1]","['Manipulator', 'Fixed-Base']"
174,ABB IRB 460,2010.0,SE,Sweden,https://new.abb.com/products/robotics/robots/industrial-robots/irb-460,0,0,0,3,Physical,Manipulator,Fixed-Base,Transport/Delivery,Industrial,"[0, 1]","['Manipulator', 'Fixed-Base']"
175,ABB IRB 5710,2010.0,SE,Sweden,https://new.abb.com/products/robotics/robots/industrial-robots/irb-5710,0,0,0,0,Physical,Manipulator,Fixed-Base,Assembly,Industrial,"[0, 1]","['Manipulator', 'Fixed-Base']"
176,ABB IRB 5720,2010.0,SE,Sweden,https://new.abb.com/products/robotics/robots/industrial-robots/irb-5720,0,0,0,0,Physical,Manipulator,Fixed-Base,Assembly,Industrial,"[0, 1]","['Manipulator', 'Fixed-Base']"
177,ABB IRB 660,2005.0,SE,Sweden,https://new.abb.com/products/robotics/robots/industrial-robots/irb-660,0,0,0,16,Physical,Manipulator,Fixed-Base,Research,Industrial,"[0, 1]","['Manipulator', 'Fixed-Base']"
178,ABB IRB 6650S,2005.0,SE,Sweden,https://new.abb.com/products/robotics/robots/industrial-robots/irb-6650s,0,2,1,0,Physical,Legged,Quadruped,Assembly,Industrial,"[4, 5]","['Legged', 'Quadruped']"
179,ABB IRB 6660,2005.0,SE,Sweden,https://new.abb.com/products/robotics/robots/industrial-robots/irb-6660,0,2,1,0,Physical,Legged,Quadruped,Assembly,Industrial,"[4, 5]","['Legged', 'Quadruped']"
180,ABB IRB 6710,2010.0,SE,Sweden,https://new.abb.com/products/robotics/robots/industrial-robots/irb-6710,0,0,0,16,Physical,Manipulator,Fixed-Base,Research,Industrial,"[0, 1]","['Manipulator', 'Fixed-Base']"
181,ABB IRB 6720,2010.0,SE,Sweden,https://new.abb.com/products/robotics/robots/industrial-robots/irb-6720,0,0,0,16,Physical,Manipulator,Fixed-Base,Research,Industrial,"[0, 1]","['Manipulator', 'Fixed-Base']"
182,ABB IRB 6730,2010.0,SE,Sweden,https://new.abb.com/products/robotics/robots/industrial-robots/irb-6730,0,0,0,16,Physical,Manipulator,Fixed-Base,Research,Industrial,"[0, 1]","['Manipulator', 'Fixed-Base']"
183,ABB IRB 6740,2010.0,SE,Sweden,https://new.abb.com/products/robotics/robots/industrial-robots/irb-6740,0,0,0,16,Physical,Manipulator,Fixed-Base,Research,Industrial,"[0, 1]","['Manipulator', 'Fixed-Base']"
184,ABB IRB 6750S,2010.0,SE,Sweden,https://new.abb.com/products/robotics/robots/industrial-robots/irb-6750s,0,0,0,16,Physical,Manipulator,Fixed-Base,Research,Industrial,"[0, 1]","['Manipulator', 'Fixed-Base']"
185,ABB IRB 6790,2010.0,SE,Sweden,https://new.abb.com/products/robotics/robots/industrial-robots/irb-6790,0,0,0,16,Physical,Manipulator,Fixed-Base,Research,Industrial,"[0, 1]","['Manipulator', 'Fixed-Base']"
186,ABB IRB 760,2005.0,SE,Sweden,https://new.abb.com/products/robotics/robots/industrial-robots/irb-760,0,0,0,16,Physical,Manipulator,Fixed-Base,Research,Industrial,"[0, 1]","['Manipulator', 'Fixed-Base']"
187,ABB IRB 7710,2010.0,SE,Sweden,https://new.abb.com/products/robotics/robots/industrial-robots/irb-7710,0,0,0,16,Physical,Manipulator,Fixed-Base,Research,Industrial,"[0, 1]","['Manipulator', 'Fixed-Base']"
188,ABB IRB 7720,2010.0,SE,Sweden,https://new.abb.com/products/robotics/robots/industrial-robots/irb-7720,0,0,0,16,Physical,Manipulator,Fixed-Base,Research,Industrial,"[0, 1]","['Manipulator', 'Fixed-Base']"
189,ABB IRB 8700,2016.0,SE,Sweden,https://new.abb.com/products/robotics/robots/industrial-robots/irb-8700,0,0,0,16,Physical,Manipulator,Fixed-Base,Research,Industrial,"[0, 1]","['Manipulator', 'Fixed-Base']"
190,MOTOMAN-HC10DTP,2015.0,JA,Japan (Alt),https://www.motoman.com/en-us/products/robots,0,0,0,1,Physical,Manipulator,Fixed-Base,Inspection,Collaborative,"[0, 1]","['Manipulator', 'Fixed-Base']"
191,MOTOMAN-HC10SDTP,2015.0,JA,Japan (Alt),https://www.motoman.com/en-us/products/robots,0,0,0,1,Physical,Manipulator,Fixed-Base,Inspection,Collaborative,"[0, 1]","['Manipulator', 'Fixed-Base']"
192,MOTOMAN-HC20DTP,2015.0,JA,Japan (Alt),https://www.motoman.com/en-us/products/robots,0,0,0,1,Physical,Manipulator,Fixed-Base,Inspection,Collaborative,"[0, 1]","['Manipulator', 'Fixed-Base']"
193,MOTOMAN-HC20SDTP,2015.0,JA,Japan (Alt),https://www.motoman.com/en-us/products/robots,0,0,0,1,Physical,Manipulator,Fixed-Base,Inspection,Collaborative,"[0, 1]","['Manipulator', 'Fixed-Base']"
194,MOTOMAN-HC30PL,2015.0,JA,Japan (Alt),https://www.motoman.com/en-us/products/robots,0,0,0,1,Physical,Manipulator,Fixed-Base,Inspection,Collaborative,"[0, 1]","['Manipulator', 'Fixed-Base']"
195,MotoMINI,,JA,Japan (Alt),Unknown,0,7,2,1,Physical,Soft-bodied,SMA/Smart-Material Soft,Inspection,Small Industrial,"[2, 3]","['Soft-bodied', 'SMA/Smart-Material Soft']"
196,MOTOMAN-SG400,2000.0,JA,Japan (Alt),https://www.motoman.com/en-us/products/robots,0,1,0,1,Physical,Mobile Ground,Wheeled,Inspection,SCARA Industrial,"[6, 7]","['Mobile Ground', 'Wheeled']"
197,MOTOMAN-SG650,2000.0,JA,Japan (Alt),https://www.motoman.com/en-us/products/robots,0,1,0,1,Physical,Mobile Ground,Wheeled,Inspection,SCARA Industrial,"[6, 7]","['Mobile Ground', 'Wheeled']"
198,MOTOMAN-GP4,2015.0,JA,Japan (Alt),https://www.motoman.com/en-us/products/robots,0,4,0,1,Physical,Aquatic,ROV,Inspection,Industrial,"[15, 16]","['Aquatic', 'ROV']"
199,MOTOMAN-GP7,2015.0,JA,Japan (Alt),https://www.motoman.com/en-us/products/robots,0,4,0,1,Physical,Aquatic,ROV,Inspection,Industrial,"[15, 16]","['Aquatic', 'ROV']"
200,MOTOMAN-GP8,2015.0,JA,Japan (Alt),https://www.motoman.com/en-us/products/robots,0,4,0,1,Physical,Aquatic,ROV,Inspection,Industrial,"[15, 16]","['Aquatic', 'ROV']"
201,MOTOMAN-GP12,2015.0,JA,Japan (Alt),https://www.motoman.com/en-us/products/robots,0,4,0,1,Physical,Aquatic,ROV,Inspection,Industrial,"[15, 16]","['Aquatic', 'ROV']"
202,MOTOMAN-GP25,2015.0,JA,Japan (Alt),https://www.motoman.com/en-us/products/robots,0,4,0,1,Physical,Aquatic,ROV,Inspection,Industrial,"[15, 16]","['Aquatic', 'ROV']"
203,MOTOMAN-GP25-12,2015.0,JA,Japan (Alt),https://www.motoman.com/en-us/products/robots,0,4,0,1,Physical,Aquatic,ROV,Inspection,Industrial,"[15, 16]","['Aquatic', 'ROV']"
204,MOTOMAN-GP20HL,2015.0,JA,Japan (Alt),https://www.motoman.com/en-us/products/robots,0,4,0,1,Physical,Aquatic,ROV,Inspection,Industrial,"[15, 16]","['Aquatic', 'ROV']"
205,MOTOMAN-GP35L,2015.0,JA,Japan (Alt),https://www.motoman.com/en-us/products/robots,0,4,0,1,Physical,Aquatic,ROV,Inspection,Industrial,"[15, 16]","['Aquatic', 'ROV']"
206,MOTOMAN-GP50,2015.0,JA,Japan (Alt),https://www.motoman.com/en-us/products/robots,0,4,0,3,Physical,Aquatic,ROV,Transport/Delivery,Industrial,"[15, 16]","['Aquatic', 'ROV']"
207,MOTOMAN-GP88,2015.0,JA,Japan (Alt),https://www.motoman.com/en-us/products/robots,0,4,0,3,Physical,Aquatic,ROV,Transport/Delivery,Industrial,"[15, 16]","['Aquatic', 'ROV']"
208,MOTOMAN-GP110,2015.0,JA,Japan (Alt),https://www.motoman.com/en-us/products/robots,0,4,0,3,Physical,Aquatic,ROV,Transport/Delivery,Industrial,"[15, 16]","['Aquatic', 'ROV']"
209,MOTOMAN-GP110B,2015.0,JA,Japan (Alt),https://www.motoman.com/en-us/products/robots,0,4,0,3,Physical,Aquatic,ROV,Transport/Delivery,Industrial,"[15, 16]","['Aquatic', 'ROV']"
210,MOTOMAN-GP180,2015.0,JA,Japan (Alt),https://www.motoman.com/en-us/products/robots,0,4,0,3,Physical,Aquatic,ROV,Transport/Delivery,Industrial,"[15, 16]","['Aquatic', 'ROV']"
211,MOTOMAN-GP180-120,2015.0,JA,Japan (Alt),https://www.motoman.com/en-us/products/robots,0,4,0,3,Physical,Aquatic,ROV,Transport/Delivery,Industrial,"[15, 16]","['Aquatic', 'ROV']"
212,MOTOMAN-GP215,2015.0,JA,Japan (Alt),https://www.motoman.com/en-us/products/robots,0,4,0,3,Physical,Aquatic,ROV,Transport/Delivery,Industrial,"[15, 16]","['Aquatic', 'ROV']"
213,MOTOMAN-GP225,2015.0,JA,Japan (Alt),https://www.motoman.com/en-us/products/robots,0,4,0,3,Physical,Aquatic,ROV,Transport/Delivery,Industrial,"[15, 16]","['Aquatic', 'ROV']"
214,MOTOMAN-GP250,2015.0,JA,Japan (Alt),https://www.motoman.com/en-us/products/robots,0,4,0,3,Physical,Aquatic,ROV,Transport/Delivery,Industrial,"[15, 16]","['Aquatic', 'ROV']"
215,MOTOMAN-GP280,2015.0,JA,Japan (Alt),https://www.motoman.com/en-us/products/robots,0,4,0,3,Physical,Aquatic,ROV,Transport/Delivery,Industrial,"[15, 16]","['Aquatic', 'ROV']"
216,MOTOMAN-GP400,2015.0,JA,Japan (Alt),https://www.motoman.com/en-us/products/robots,0,4,0,3,Physical,Aquatic,ROV,Transport/Delivery,Industrial,"[15, 16]","['Aquatic', 'ROV']"
217,MOTOMAN-GP600,2015.0,JA,Japan (Alt),https://www.motoman.com/en-us/products/robots,0,4,0,3,Physical,Aquatic,ROV,Transport/Delivery,Industrial,"[15, 16]","['Aquatic', 'ROV']"
218,MOTOMAN-GP165R,2015.0,JA,Japan (Alt),https://www.motoman.com/en-us/products/robots,0,4,0,3,Physical,Aquatic,ROV,Transport/Delivery,Industrial,"[15, 16]","['Aquatic', 'ROV']"
219,MOTOMAN-GP200R,2015.0,JA,Japan (Alt),https://www.motoman.com/en-us/products/robots,0,4,0,3,Physical,Aquatic,ROV,Transport/Delivery,Industrial,"[15, 16]","['Aquatic', 'ROV']"
220,MOTOMAN-GP300R,2015.0,JA,Japan (Alt),https://www.motoman.com/en-us/products/robots,0,4,0,3,Physical,Aquatic,ROV,Transport/Delivery,Industrial,"[15, 16]","['Aquatic', 'ROV']"
221,MOTOMAN-GP400R,2015.0,JA,Japan (Alt),https://www.motoman.com/en-us/products/robots,0,4,0,3,Physical,Aquatic,ROV,Transport/Delivery,Industrial,"[15, 16]","['Aquatic', 'ROV']"
222,MOTOMAN-AR700,2001.0,JA,Japan (Alt),https://www.motoman.com/en-us/products/robots,0,0,0,0,Physical,Manipulator,Fixed-Base,Assembly,Industrial,"[0, 1]","['Manipulator', 'Fixed-Base']"
223,MOTOMAN-AR900,2001.0,JA,Japan (Alt),https://www.motoman.com/en-us/products/robots,0,0,0,0,Physical,Manipulator,Fixed-Base,Assembly,Industrial,"[0, 1]","['Manipulator', 'Fixed-Base']"
224,MOTOMAN-AR1440,2001.0,JA,Japan (Alt),https://www.motoman.com/en-us/products/robots,0,0,0,0,Physical,Manipulator,Fixed-Base,Assembly,Industrial,"[0, 1]","['Manipulator', 'Fixed-Base']"
225,MOTOMAN-AR1440E,2001.0,JA,Japan (Alt),https://www.motoman.com/en-us/products/robots,0,0,0,0,Physical,Manipulator,Fixed-Base,Assembly,Industrial,"[0, 1]","['Manipulator', 'Fixed-Base']"
226,MOTOMAN-AR1730,2001.0,JA,Japan (Alt),https://www.motoman.com/en-us/products/robots,0,0,0,0,Physical,Manipulator,Fixed-Base,Assembly,Industrial,"[0, 1]","['Manipulator', 'Fixed-Base']"
227,MOTOMAN-AR2010,2001.0,JA,Japan (Alt),https://www.motoman.com/en-us/products/robots,0,0,0,0,Physical,Manipulator,Fixed-Base,Assembly,Industrial,"[0, 1]","['Manipulator', 'Fixed-Base']"
228,MOTOMAN-GA50,2000.0,JA,Japan (Alt),https://www.motoman.com/en-us/products/robots,0,0,0,16,Physical,Manipulator,Fixed-Base,Research,Industrial,"[0, 1]","['Manipulator', 'Fixed-Base']"
229,MOTOMAN-SP80,2001.0,JA,Japan (Alt),https://www.motoman.com/en-us/products/robots,0,2,1,0,Physical,Legged,Quadruped,Assembly,Industrial,"[4, 5]","['Legged', 'Quadruped']"
230,MOTOMAN-SP100,2001.0,JA,Japan (Alt),https://www.motoman.com/en-us/products/robots,0,2,1,0,Physical,Legged,Quadruped,Assembly,Industrial,"[4, 5]","['Legged', 'Quadruped']"
231,MOTOMAN-SP100B,2001.0,JA,Japan (Alt),https://www.motoman.com/en-us/products/robots,0,2,1,0,Physical,Legged,Quadruped,Assembly,Industrial,"[4, 5]","['Legged', 'Quadruped']"
232,MOTOMAN-SP130,2001.0,JA,Japan (Alt),https://www.motoman.com/en-us/products/robots,0,2,1,0,Physical,Legged,Quadruped,Assembly,Industrial,"[4, 5]","['Legged', 'Quadruped']"
233,MOTOMAN-SP165,2001.0,JA,Japan (Alt),https://www.motoman.com/en-us/products/robots,0,2,1,0,Physical,Legged,Quadruped,Assembly,Industrial,"[4, 5]","['Legged', 'Quadruped']"
234,MOTOMAN-SP165-105,2001.0,JA,Japan (Alt),https://www.motoman.com/en-us/products/robots,0,2,1,0,Physical,Legged,Quadruped,Assembly,Industrial,"[4, 5]","['Legged', 'Quadruped']"
235,MOTOMAN-SP210,2001.0,JA,Japan (Alt),https://www.motoman.com/en-us/products/robots,0,2,1,0,Physical,Legged,Quadruped,Assembly,Industrial,"[4, 5]","['Legged', 'Quadruped']"
236,MOTOMAN-SP235,2001.0,JA,Japan (Alt),https://www.motoman.com/en-us/products/robots,0,2,1,0,Physical,Legged,Quadruped,Assembly,Industrial,"[4, 5]","['Legged', 'Quadruped']"
237,MOTOMAN-SP110H,2001.0,JA,Japan (Alt),https://www.motoman.com/en-us/products/robots,0,2,1,0,Physical,Legged,Quadruped,Assembly,Industrial,"[4, 5]","['Legged', 'Quadruped']"
238,MOTOMAN-SP180H,2001.0,JA,Japan (Alt),https://www.motoman.com/en-us/products/robots,0,2,1,0,Physical,Legged,Quadruped,Assembly,Industrial,"[4, 5]","['Legged', 'Quadruped']"
239,MOTOMAN-SP180H-110,2001.0,JA,Japan (Alt),https://www.motoman.com/en-us/products/robots,0,2,1,0,Physical,Legged,Quadruped,Assembly,Industrial,"[4, 5]","['Legged', 'Quadruped']"
240,MOTOMAN-SP225H,2001.0,JA,Japan (Alt),https://www.motoman.com/en-us/products/robots,0,2,1,0,Physical,Legged,Quadruped,Assembly,Industrial,"[4, 5]","['Legged', 'Quadruped']"
241,MOTOMAN-SP225H-135,2001.0,JA,Japan (Alt),https://www.motoman.com/en-us/products/robots,0,2,1,0,Physical,Legged,Quadruped,Assembly,Industrial,"[4, 5]","['Legged', 'Quadruped']"
242,MOTOMAN-SP150R,2001.0,JA,Japan (Alt),https://www.motoman.com/en-us/products/robots,0,2,1,0,Physical,Legged,Quadruped,Assembly,Industrial,"[4, 5]","['Legged', 'Quadruped']"
243,MOTOMAN-SP185R,2001.0,JA,Japan (Alt),https://www.motoman.com/en-us/products/robots,0,2,1,0,Physical,Legged,Quadruped,Assembly,Industrial,"[4, 5]","['Legged', 'Quadruped']"
